sujet;texte;Unnamed: 0.15;Unnamed: 0.14;Unnamed: 0.13;Unnamed: 0.12;Unnamed: 0.11;Unnamed: 0.10;Unnamed: 0.9;Unnamed: 0.8;Unnamed: 0.7;Unnamed: 0.6;Unnamed: 0.5;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0
Oui à la présence du loup régulateur naturel, le 26 novembre 2023 à 14h01;Je suis opposé à l’abattage des loups. Dans le cadre de la restauration de la biodiversité, nous avons besoin de tous les animaux et en particulier du loup qui est un régulateur naturel de la population d’autres animaux. Je pense en autres aux sangliers. On ne peut pas vouloir restaurer la biodiversité et prôner l’abattage des animaux. Ceci concerne aussi les ESOD. L’état peut encourager et aider à la protection des troupeaux.;;;;;;;;;;;;;;;;
Avis defavorable !, le 26 novembre 2023 à 14h12;Redonnons au loup sa place  sur notre territoire.;;;;;;;;;;;;;;;;
Non au nouveau plan loup , le 26 novembre 2023 à 14h21;Une cohabitation est tout à fait possible, il suffit de s’en donner les moyens comme par exemple dans les Abruzzes.;;;;;;;;;;;;;;;;
avis défavorable, le 25 novembre 2023 à 18h53;Contre la destruction de cet animal très utile notammentpour la prédation de nombreux animaux dits nuisibles. Avec le loup on régule tout naturellement et on supprime du coup la dangereuse race des chasseurs…;;;;;;;;;;;;;;;;
AVIS DEFAVORABLE, le 25 novembre 2023 à 19h01;Je m’oppose à cet arrêté et aux conditions de tirs et aux tirs eux-mêmes en raison des possibilités existantes de favoriser la cohabitation loup/élevage par d’autres moyens tels que ceux de protection et ce pour une espère PROTEGEE.;;;;;;;;;;;;;;;;
avis défavorable, le 25 novembre 2023 à 19h07;La vie sauvage disparait. La sonnette d’alarme a été tirée depuis longtemps. Comme pour le climat. Interrogeons nous : qu’est ce qui est le plus important ? Le loup contribue fortement à l’équilibre de la biodiversité : pour exemple la réintroduction du loup a restauré l’équilibre du parc de yellowstone. C’est une réalité. Protégeons la vie sauvage.;;;;;;;;;;;;;;;;
avis défavorable, le 25 novembre 2023 à 19h18;"le loup est soit disant protégé mais comme d’habitude c’est plus simple d’autoriser le ""meurtre"" d’un pauvre loup que de tout faire pour favoriser une cohabitation entre le loup et les hommes";;;;;;;;;;;;;;;;
Avis DEFAVORABLE, le 25 novembre 2023 à 19h22;La bio diversité donne le droit aux habitats et espèces pré existants à l’arrivée de l’homme sur terre de continuer d’exister. Minéraux, végétaux, animaux,…, et, nous parmi eux. Avec le respect dû au vivant. La gestion de la faune est une affaire difficile. Mais les grands prédateurs régulent le nombre de cervidés, de sangliers… (mal gérés) et autres mammifères en surnombre. Les dégâts faits aux hommes et à leur bétail, peuvent être indemnisés, c’est ce qui se fait. Et surtout évités par des mesure d’accompagnement des éleveurs : sensibilisation, éducation, chiens, clôtures, etc… Cessez de laisser que loups et ours vont dévorer nos enfants !;;;;;;;;;;;;;;;;
Avis favorable , le 25 novembre 2023 à 19h25;Favorable au projet d’arrêté, il faudrait une régulation beaucoup plus drastique de cette espèce qui n’apporte que des problèmes et il faut faire vite avant d’être dépassé par la situation;;;;;;;;;;;;;;;;
Participation à la consultation, le 25 novembre 2023 à 19h29;Avis défavorable Ce projet de Plan National d’Action organise une régulation de l’espèce qui n’est pas acceptable car il est en totale contradiction avec les bases scientifiques. Il ne tient pas compte des nombreux avis scientifiques (MNHN, CNPN…). Le PNA envisage d’augmenter le plafond annuel. Ces mesures visent à introduire une régulation de la population de loups, ce qui est contraire aux engagements de l’Etat. Ce PNA ne présente pas clairement les actions, le calendrier de mise en œuvre. Ce n’est pas en réalité pas un plan d’action visant à favoriser le bon état de conservation du loup. Nous demandons l’abandon de ce projet et le retour à un texte plus équilibré, prenant en compte les avis scientifiques et les travaux du Groupe National Loup.;;;;;;;;;;;;;;;;
Mme RENZI Maryse , le 25 novembre 2023 à 19h36;JE DIS NON A CES CONDITIONS DE TIR AUX LOUPS ! Encore une fois , elles sont faites en dépit du bon sens … on voit un loup , on tire !!! C’est stupide et prouve bien l’objectif de ces mesures … la destruction de l’espèce !! Quand on connait l’organisation d’une meute , on imagine les conséquences de la disparition du chef de meute … panique et attaques !!!! Encore une preuve de cette volonté d’aggraver la situation plutôt que de la réduire ! Parce-que vous savez ! Alors , mise en place de bergers , chiens et parcs de protection . Et qu’on ne me parle pas du danger de ces magnifiques patous …  Que les promeneurs , promènent , que les randonneurs ,randonnent et qu’ils laissent ces chiens tranquilles . Ils ont un boulot à faire et ils le font superbement bien . C’est beau à voir !  Alors on reste à distance , on s’écarte s’il faut , et  aucun problème . Il est vrai que lorsqu’on voit ces milliers moutons ( comme j’ai vu dans le Mercantour )  qui envahissent tout l’alpage alentour … pas un berger , un patou pas très loin de nous ! Bravo le chien !  Et quand on sait comme l’environnement souffre de ce monstrueux surpâturage !!!  Bref , nous voulons une politique de cohabitation  sérieuse ! Nous voulons des loups et du pastoralisme ! On en a assez d’être pris pour des idiots ! l;;;;;;;;;;;;;;;;
Avis défavorable , le 25 novembre 2023 à 19h42;Il est urgent de protéger notre biodiversité et d’arrêter de choisir de tuer plutôt que d’apprendre à vivre avec la biodiversité. N’oublions pas que le loup est une espèce protégée, nécessaire à l’équilibre et que d’autres alternatives existent.;;;;;;;;;;;;;;;;
Avis défavorable sans suivi scientifique plus poussé , le 25 novembre 2023 à 08h37;Il est nécessaire d’avoir des données nationales et tranfrontalieres avec des bases scientifiques et ethno. Comment vouloir changer aussi rapidement les élément de protection de 1992 et de la convention de Berne sans une analyse ACB et un Volet d’études des fonctionnalités écologiques entre présences et dégâts.;0.0;;;;;;;;;;;;;;;
Non à la destruction des loups, le 25 novembre 2023 à 08h38;C’est une solution de facilité de tirer une espèce protégée. Les préfets sont soumis à la pression permanente des lobbys agricoles et cynégétiques et n’entendent pas les arguments scientifiques. Ils n’ont généralement pas une vision éclairée et impartiale du sujet.;1.0;;;;;;;;;;;;;;;
Cessez le feu, le 25 novembre 2023 à 08h39;Les tirs sont trop nombreux pour assurer la conservation de l’espèce, près de 20 % de la population de loups peut être abattue en 2023 soit 19… Aucun tir possible en l’absence des troupeaux, ou aux abords de troupeaux non protégés !!;2.0;;;;;;;;;;;;;;;
défavorable , le 25 novembre 2023 à 08h43;Le loup comme l’ours sont des espèces protégées et doivent le rester. La solution létale n’est pas de mise chez les pays voisins, par exemple en Italie où les pâturages demeurent et cohabitent avec les loups sans problème. Ne cédons rien au monde agricole qui sous le prétexte de nous nourrir contribue à anéantir le biodiversité , le pastoralisme il y a bien longtemps que cela n’existe plus, ce sont des entreprises qui se gavent des primes attribuées sans discernement par la PAC;3.0;;;;;;;;;;;;;;;
Loup, le 25 novembre 2023 à 08h43;Je suis opposée à l’application de dérogations accordées au préfet concernant l abattage de loup le loup est un animal protégé, utile, il a droit à sa place sur notre territoire, il faut protéger les troupeaux et surtout les garder réellement, le loup se répand doucement foutons lui la paix ! Et tout ira bien;4.0;;;;;;;;;;;;;;;
Avis défavorable , le 25 novembre 2023 à 08h44;Stop aux tirs de loup, la population reste fragile dans notre pays. Nous avons la chance de revoir cette espèce chez nous, nous avons le devoir de la protéger et non pas de l’exterminer… L’homme doit laisser de la place aux autres espèces. Nous avons été capable de faire disparaitre le loup et nous sommes prêts à recommencer c’en est trop.;5.0;;;;;;;;;;;;;;;
NON Avis défavorable , le 25 novembre 2023 à 08h45;Cessez le feu et arrêtez de céder aux pressions des lobbys !;6.0;;;;;;;;;;;;;;;
NON aux tirs , le 25 novembre 2023 à 08h46;Arrêtez de céder aux pressions des lobbys et cessez le feu !;7.0;;;;;;;;;;;;;;;
Non aux tirs oui aux protections , le 25 novembre 2023 à 08h50;Il n’y a pas de preuve de l’efficacité des tirs. Par contre les mesures de protections font leurs preuves. Merci d’avoir une approche rationnelle et non pas populiste de de cette situation;8.0;;;;;;;;;;;;;;;
Opposition destruction loups, le 25 novembre 2023 à 08h52;Je refuse absolument ce projet car tirs trop nombreux pour assurer la conservation de l’espèce (actuellement 207 loups peuvent être abattus en 2023 soit 19 % de la population de loups). A ce jour, 179 loups ont déjà été tués), état défavorable de la population de loups, tirs sur les fronts de recolonisation, tirs possibles en l’absence des troupeaux, tirs aux abords de troupeaux non protégés, non prise en compte des avis scientifique.;9.0;;;;;;;;;;;;;;;
DÉFAVORABLE , le 25 novembre 2023 à 08h55;Le loup est une espèce protégée. La France est spécialiste des dérogations en tout genre ! Laissez la chance aux grands prédateurs d’exister et de vivre librement. L’homme doit faire un effort d’adaptation.;10.0;;;;;;;;;;;;;;;
Préservation vraiment ?, le 25 novembre 2023 à 09h03;"Tirs trop nombreux pour assurer la conservation de l’espèce (actuellement 207 loups peuvent être abattus en 2023 soit 19 % de la population de loups… A ce jour, 179 loups ont déjà été tués), état défavorable de la population de loups, tirs sur les fronts de recolonisation, tirs possibles en l’absence des troupeaux, tirs aux abords de troupeaux non protégés, non prise en compte des avis scientifique. Au vu des tirs autorisés, pourquoi s’embêter à classer le loup en espèce protégée alors que le tirs est ""toléré"" à de nombreuses reprises ?";11.0;;;;;;;;;;;;;;;
Loup , le 25 novembre 2023 à 09h06;Pourquoi reimplanter des espèces éradiquées par l’homme si c’est pour en suite reproduire cette extinction. Un plan de suivi de la population des loups aurait du accompagner cette réintroduction (stérilisation, castration etc). Je suis donc contre ce plan de massacre.;12.0;;;;;;;;;;;;;;;
Refus de ce projet, le 25 novembre 2023 à 09h11;L’augmentation des dérogations pour les tirs de loups ne résoudra pas les problèmes de cohabitation humains/prédateur et risque de déraper vers une mise en danger de l’espèce canis lupus qui est protégée.;13.0;;;;;;;;;;;;;;;
NON aux tirs OUI à la protection. Le 25 novembre 2023., le 25 novembre 2023 à 09h32;Que chacun trouve sa place sur cette terre .mettre des mesures de protections en place. Merciiiiiii de prendre en compte l’avis dune famille de plusieurs générations derrière moi !;14.0;;;;;;;;;;;;;;;
Non au projet d’arrêté dérogatoire ! , le 25 novembre 2023 à 09h34;Non au projet d’arrêté dérogatoire ! il organise sans le dire une véritable chasse au loup, animal strictement protégé avec la signature de notre pays en bas de la page .  L’élevage ovin est en difficulté pour de multiples raisons (importation massive de viande à bas prix par exemple).  Le loup est un allié de la biodiversité et de la forêt.  Ce projet a été bâti pour faire plaisir aux syndicats agricoles, sans aucun fondement scientifique.;15.0;;;;;;;;;;;;;;;
