sujet;texte
protection des loups , le 1er décembre 2023 à 08h30;Il est inadmissible que les loups ne soient plus protégés comme il se doit. Les tirs désorganises les meutes, les loups apportent une réelle plus-value à la biodiversité. Leur protection initiale n’a pas été mise en place pour rien, et lorsque le climat et l’enjeu numéro un dans le monde entier, vous souhaitez revenir sur ces restrictions au combien nécessaires ? ridicule
Plant loup 2024 , le 1er décembre 2023 à 08h31;Nous souhaitons que le plan national loup intègre • Un volet spécifique sur l’impact du loup sur la faune sauvage • Stabilise la population à 1100 loups sans la dépasser avec une répartition sur l’ensemble du pays • Propose une gestion adaptative du loup par massif ou département en tenant compte des enjeux agricoles, touristiques, cynégétiques. • Fixe un plafond de prélèvement admissible de 25% minimum pour enrayer la hausse des effectifs • Autoriser les éleveurs et les chasseurs à utilier les jumelles mais également les lunettes thermiques • Autoriser les tirs de prélèvements en action de chasse à partir du 1er juin sur les zones concernées par des attaques importantes • Revoir le système de comptage en utilisant de nouvelles méthodes comme les enregistreurs sonores La présence de cet animal dans la Réserve Nationale des Bauges va entraîner la disparition des Mouflons estimés à 800 individus avant l’arrivée du loups.
Avis défavorable, le 1er décembre 2023 à 08h33;En Italie , le loup ne pose aucun problème ,les éleveurs ont des Patoux qui protègent leur troupeau .Pourquoi ne pas favoriser cette solution ?
Nous devons protéger les loups, le 1er décembre 2023 à 08h33;Il y a des prédations sur les troupeaux de moutons car les mesures de protection contre les loups sont trop peu mises en place. Les loups aussi ont le droit de vivre dans la nature. Je suis donc contre l’abattage des loups.
Défavorable à ce plan sordide et lacunaire, le 1er décembre 2023 à 08h36;"Je suis DEFAVORABLE au projet de  plan national d’action sur le loup et activités d’élevage 2023-2029 car ce plan : <span class=""puce"">- ne tient pas compte des avis scientifiques <span class=""puce"">- ne considère pas l’espèce comme une espèce à Protéger mais a éliminer <span class=""puce"">- Est écrit/orienté de façon a discréditer l’espèce et présente un point de  vue uniquement ""négatif"" de la présence du loup dans nos régions et ne présente aucun enjeu positif qu’offre la présence du loup en France. <span class=""puce"">- Le plan est lacunaire à tout point de vue sur les données collectées sur la sécurité des élevages, des habitants mais aussi le recensement de l’espèce, sa préservation et ses bien faits  pour nos régions et la biodiversité qu’il est urgent de protéger et non d’abattre."
Défavorable, le 1er décembre 2023 à 08h37;"L’avis des associations protectrices de l’environnement n’a visiblement pas été écouté tout comme l’avis des scientifiques.  Ce plan ne fait pas l’objet d’un consensus entre éleveur et défenseur de la nature (qui peuvent d’ailleurs être les mêmes). Il est important de rechercher et de trouver une réel compromis. Il est également important de commencer à réfléchir à des ""droits"" de la nature dont la survie reste suspendue à notre toute puissance. Une réflexion de fond doit être menée pour reconsidérer notre place DANS la nature. Cela passe, à l’évidence par le fait de reconnaître qu’il existe des principes supérieurs auxquels la vie sur terre obéit et à l’encontre desquels nous ne pouvons plus nous permettre d’aller. Il est temps d’opérer une réconciliation entre l’humain et le non humain, de reconsidérer le monde sauvage comment faisant parti de la richesse de la planète et de cesser d’intervenir impunément sur son droit à l’existence."
Avis défavorable, le 30 novembre 2023 à 23h23;Dans d’autres pays, le loup cohabite avec les élevages. Il faudrait s’en inspirer au lieu de ne penser qu’à éliminer un prédateur qui par ailleurs peut se révéler fort utile (tout comme le renard et autres prédateurs de nos forêts) en contribuant à faire diminuer les populations de petits rongeurs porteurs de maladies, tiques et autres
Le loup n’a jamais été une menace., le 30 novembre 2023 à 23h35;L’abattage des loups n’a jamais été une solution, bien au contraire. Plusieurs méthodes d’éloignement de ces prédateurs existent et ont prouvé leur efficacité  pour protéger les élevages, tout en respectant tout le monde. C’est a l’humain de s’adapter à son environnement. À apprendre, comprends et respecter le bon fonctionnement des écosystèmes très fragiles, et les grands prédateurs sont indispensables à cette équilibre. Ça été prouvé que les chasseurs ne font que déséquilibré ce bon fonctionnement. Arrêtons les bêtises.
Non à la destruction du loup, animal protégé, oui à la préservation de la biodiversité, le 30 novembre 2023 à 23h36;Je suis défavorable à ce plan loup qui vise à la destruction de cet animal qui est protégé. Il serait préférable de mettre en place des mesures de protection des troupeaux. Le loup est nécessaire dans la régulation des espèces. Il nous fait réapprendre à vivre avec lui. Ce plan va à l’encontre des textes de protection du loup et des avis des scientifiques. C’est un très mauvais plan.
Avis défavorable , le 30 novembre 2023 à 23h37;"Mesdames, messieurs, Alors que ce PNA devrait viser l’atteinte du bon état de conservation de l’espèce en France tout en assurant le soutien et l’accompagnement du pastoralisme, il n’est fait mention que des impacts négatifs de la présence du loup et non des bénéfices écologiques qu’elle apporte. Hors le loup est essentiel au maintien de la biodiversité à tous les nivaux : pour s’en rendre compte, il suffit de revoir sur la chaine Arte le documentaire ""les loups, sauveurs de parc du Yellowstone"" . Ce parc était devenu un désert suite à l’éradication totale du loup et la prolifération des Wapitis qui n’avaient plus de prédateur. Une soixantaine de loups ont été réintroduits et la végétation est revenue ainsi que toutes les espèces qui avaient disparu. Pierre Dubuis"
Avis defavorable, le 30 novembre 2023 à 23h38;Je suis persuadé que le maintien du loup dans certaines zones peut s avérer bénéfique. Nous avons un exemple flagrant avec beaucoup de parcs Américains ou l éco système a repris sa place, d autres espèces sont revenues et la nature se gère d elle même. Oui, laissons le loup revenir et vivre en paix.
Avis défavorable , le 30 novembre 2023 à 23h43;Ce plan ne permettra pas un bon maintien des équilibres et de la biodiversité. La cohabitation est possible. Suivez les avis des scientifiques svp.
Avis défavorable , le 30 novembre 2023 à 23h46;Bonjour, que dire sur ce nouveau projet de loi affligeant et en totale opposition à la protection de la biodiversité qui en premier lieu nous protège nous êtres humains…en autorisant les tirs létaux ce projet de loi propose simplement une autorisation de suppression du loup qui a démontré scientifiquement sa place très importante dans notre biodiversité…je condamne cet énième projet de loi contre le vivant qui une fois de plus nous condamne tous…envisagez une vision scientifique à long terme pour une vrai directive en faveur du vivant, en faveur de notre avenir. Le loup a démontré toute son utilité pour la régulation des espèces, une correcte protection des troupeaux permet une cohésion parfaite entre élevage et loup. Investissez donc sur des moyens de protection des troupeaux tels que des chiens de protection, des barrières de protection etc tout en restant en accord avec le reste de la nature nécessaire à notre équilibre. Soyons intelligents en nous protégeant nous mêmes à long terme et pas l’inverse comme ce projet l’envisage.
Non, le 30 novembre 2023 à 23h49;Le loup a sa place dans nos forêts. Écoutez les scientifiques, son rôle est primordial dans l’équilibre des écosystèmes.
Avis défavorable, le 30 novembre 2023 à 23h49;Le loup est là. Il n’a eu de cesse de se développer depuis son retour dans l’Hexagone au début des années 90. À moins de l’éradiquer complètement du territoire européen, ce qui n’est ni souhaitable ni de toute façon réalisable, il le restera. Plus vite nous l’admettrons et cesserons d’entretenir des contre-vérités, plus vite nous avancerons vers une cohabitation bénéficiant à tout un chacun, comme au Vivant dans son ensemble. Malheureusement, ce PNA, très orienté au profit de l’élevage productivisté et au détriment de la santé des écosystèmes dont le loup est un pillier incontestable, est très loin de s’inscrire dans cette direction. Il existe nombre des moyens de faire cohabiter élevage (débarassé de ses penchants productivistes et destructeurs du Vivant) et grands prédateurs : clôtures, chiens de protection, surveillance humaine, colliers anti-loups… Ceux-ci ont fait leurs preuves dans bien des territoires aux réalités de terrain similaires aux nôtres, à l’instar des Abruzzes, en Italie. Qu’attend la France pour s’y investir à son tour ? Qu’attend la France pour soumettre à ses concitoyen.ne.s un PNA à la hauteur des enjeux socioécologiques qui sont les nôtres ?
