sujet;texte
Contage loup, le 25 mars 2024 à 20h05;Oui à une méthode de comptage pertinent et concret. Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Avis Favorable a la modification de l’arreté du 23 OCTOBRE 2020 fixant le nombre maximum de loups a éliminer annuellement, le 25 mars 2024 à 20h13;J’émets un favorable a la modification de l’arrété du 23 OCTOBRE 2020 fixant le nombre maximum de loups a éliminer annuellement. Comment la nature et la faune sauvage était belle avant la réaparrition du loups dans le sud est de la France au début des années 90. Aujourd’hui, c’est la misère. Il est urgent de réguler de manière drastique cette espèce invasive qui ne cesse de s’étendre sur tout le territoire Français….
Avis favorable, le 25 mars 2024 à 20h16;Avis favorable à cela
Modification de l’arrêté de comptage des loups, le 25 mars 2024 à 20h27;Oui à une méthode de comptage plus rationnelle et plus juste. Oui à une participation du monde cynégétique pour ces comptages.
Défavorable, le 25 mars 2024 à 20h44;"L’éradication totale hors parc national est la seule solution au problèmes ""loups"". Inutile de dépenser pour compter approximativement."
Les chasseurs ne doivent pas donner leur avis dans ce comptage, le 25 mars 2024 à 20h48;"Leur objectif est de tuer toujours plus, par tous les moyens, afin de satisfaire leur plaisir morbide ; ils considèrent également le loup comme un concurrent au même titre que le lynx, braconné en France, donc leur avis ne peut être qu’amplifié. Seuls les scientifiques doivent participer à ce comptage pour avoir des bases saines. Le loup est un animal indispensable pour la biodiversité, pour limiter les populations de cervidés et surtout de sangliers que les chasseurs n’arrivent pas à ""réguler"" car c’est leur ""fond de commerce"". Prenons exemple sur le Yellowstone où la nature reprend ses droits avec la réintroduction du loup. D’autre part la protection des troupeaux doit être améliorée par les éleveurs. La population des loups en France va se réguler d’elle-même avec la nourriture à leur disposition."
Estimation populations loup, le 25 mars 2024 à 21h05;Oui à une vrai méthode de  comptage. Participation des chasseurs pour une estimation plus précise
Avis favorable, le 25 mars 2024 à 21h16;Je suis favorable à la mise en place de cette méthode de comptage des effectifs du loup. Le monde de la chasse, de part sa connaissance fine des territoires et de la biodiversité a une réelle plus-value à apporter à ce projet, auquel il devrait tout naturellement être associé. Louis Laval
avis défavorable, le 25 mars 2024 à 21h31;C’est compliqué mais je suis opposé au fait de tuer toujours plus de Loup. C’est un prédateur qui se régule naturellement en fonction du nombre de proie disponible.  OK pour réévaluer la méthode de comptage mais limitons le nombre de tir autorisé. Cela devrait être exceptionnel…
Avis Favorable , le 25 mars 2024 à 21h36;Avis Favorable pour cette méthode de comptage. Le monde de la chasse, compte tenu de son maillage et de sa connaissance des territoires doit apporter une réelle expertise à ce projet
avis défavorable, le 25 mars 2024 à 21h46;Risque évident que le comptage par les chasseurs ne soit pas partial.  Marre de ces soi disant améliorations qui au final conduisent à toujours plus de destructions. Marre des cowboys du dimanche.
Favorable , le 25 mars 2024 à 21h47;Je pense que les chasseurs peuvent apporter sur les comptages par leur connaissance du territoire
Oui à une méthode fiable !!!!, le 27 mars 2024 à 20h40;"Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
"Oui à une méthode de comptage fiable ;, le 27 mars 2024 à 20h49";Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Oui à une méthode fiable , le 27 mars 2024 à 20h56;Entièrement pour une méthode de comptage fiable et à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Cynégétique , le 27 mars 2024 à 20h56;Oui à une possible participation du monde cynégétique dans nouvelle méthode de comptage.
Oui à un changement de comptage, pour qu’il soit juste et efficace., le 27 mars 2024 à 20h58;"Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage. Oui à une méthode de comptage fiable ;"
Un jour viendra…, le 27 mars 2024 à 21h00;"•	Oui à une méthode de comptage fiable ;  •	Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Projet comptage loup, le 27 mars 2024 à 21h00;"Oui à une méthode de comptage fiable ;, le 27 mars 2024 à 20h49 Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
Oui à une méthode de comptage fiable , le 27 mars 2024 à 21h00;Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Oui à une méthode fiable , le 27 mars 2024 à 21h02;Entièrement d’accord pour une méthode de comptage fiable et à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Oui à une méthode de comptage fiable des loups, le 27 mars 2024 à 21h05;Oui à une méthode de comptage fiable  des loups     Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage.
Non à cette nouvelle méthode , le 27 mars 2024 à 21h17;Cette méthode n’a pour but que de pouvoir grossir le nombre de loups à exterminer chaque année. Comment les chasseurs et les éleveurs peuvent-ils à la fois devenir juges et partis ? Il est évident que la participation de ces derniers va à l’encontre de toute méthode scientifique et rationnelle. Les grands prédateurs ont toute leur place en France et sont essentiels au maintien d’une biodiversité riche et variée. L’exemple de la réintroduction des loups dans le parc du Yellowstone devrait suffire à prouver l’impact positif des loups sur le faune et la flore. Les lobbys de la chasse et de l’élevage ne défendent que leurs intérêts. Ils auront à répondre un jour, devant les générations futures, de leur responsabilité face à l’effondrement de la biodiversité en France. Au pays des lumières, le gouvernement est devenu sourd à la science et à la raison.
Pour un comptage plus fiable, le 27 mars 2024 à 21h20;"Pour une méthode de comptage fiable ; Pour une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage."
"Oui à une méthode de comptage fiable ;
Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage., le 27 mars 2024 à 21h25";Il faut être réaliste ! il faut diminuer la population de loup, avant qu’elle ne diminue la population de nos éleveurs et celle de notre faune de nos forêts et montagne !
Comptage loups, le 27 mars 2024 à 21h45;"Oui à une méthode de comptage fiable ; Oui à une possible participation du monde cynégétique dans le déploiement de cette nouvelle méthode de comptage"
Comptage loups, le 27 mars 2024 à 21h47;Oui à une méthode de comptage fiable du nombre de loups Oui à une possible participation du monde cynégétique qui connaît bien son territoire dans le déploiement de cette nouvelle méthode de comptage
chasseur 74, le 27 mars 2024 à 21h50;Je réponds OUI aux deux questions.
Comptage loups, le 27 mars 2024 à 21h50;Oui à une méthode de comptage fiable du nombre de loups Oui à une participation du monde cynégétique qui connaît bien son territoire dans le déploiement de cette nouvelle méthode de comptage
Régulation du loup , le 27 mars 2024 à 21h51;Oui au changement de méthode de comptage du loup, oui à la participation des acteurs cynégétique. Il est grand temps de s’occuper sérieusement de cette espèce.
Callu Pierre, le 27 mars 2024 à 21h55;Je réponds oui aux deux questions. Il est normal que dans ce dossier on cherche à être le plus précis possible.
Comptage loup, le 27 mars 2024 à 22h21;Oui à une méthode de comptage fiable et avec la participation des acteurs cynégétique. Maistre Frank Haute Savoie
Avis favorable, le 22 mars 2024 à 13h51;Je souhaite une méthode de comptage fiable .
Favorable a la méthode CMR, le 22 mars 2024 à 13h52;Il me semble important d’avoir une méthode précise du comptage des loups. Même si pour l’instant notre département ne semble pas concerné (chez nous c’est soit disant des chiens errants…) c’est une menace qu’il faut prendre au sérieux pour un département où l’élevage est déjà  menacé.  On a de plus la chance d’avoir des chasseurs qui permettent, par le maillage du territoire, de pouvoir témoigner des différentes populations de gibiers et/ou de prédateurs. Ce sont des gens de terrain, contrairement à l’administration, qui sont dans une gestion de la nature. Ils ont acté de la nécessité de réguler, non pas d’exterminer, les espèces pour obtenir un équilibre . Faisons leur confiance
Comptage, le 22 mars 2024 à 13h53;Inclure les fédérations de chasse ,les agriculteurs les personnes locales afin de mieux cerner la population du loup
méthode de comptage fiable, le 22 mars 2024 à 13h55;Il faut une méthode de comptage fiable et il faut évidemment que le monde cynégétique, de par son expertise et sa connaissance des territoires, soit intégré dans le déploiement de cette nouvelle méthode de comptage.
