titre;texte
avis défavorable, le 30 mai 2025 à 22h28;"Les mesures de cohabitation avec le loup devraient toujours primer sur les destructions ! Il faudrait notamment : 1) que  l’État diffuse enfin la mise à jour de l’expertise collective scientifique sur la démographie du loup en France et réaffirme clairement l’objectif de conservation de l’espèce ; 2) que  le plafond annuel d’autorisations de destructions, basé sur l’estimation annuelle de la population lupine, soit revu à la baisse quand celle-ci stagne ou diminue ; 3) que  les tirs systématiques dans les départements de présence nouvelle de l’espèce soient stoppés, afin d’y privilégier les moyens de protection des troupeaux et l’effarouchement ; 4) que la notion floue de troupeaux « non-protégeables » soit précisée et encadrée, conformément à la loi et à la Directive Habitats et enfin que  les lieutenants de louveterie, armés de carabines à lunettes de vision thermique, n’interviennent pas sur les tirs de défense simple, qui relèvent de situations de dommages faibles."
Avis défavorable, le 30 mai 2025 à 23h15;Bon régulateur naturel
Avis Défavorable, le 30 mai 2025 à 23h19;"Respect de la bio diversité, et de l’équilibre naturel, où certaines espèces régulent la prolifération d’autres espèces. Les humains ont à développer des solutions pour protéger les animaux qu’ils ""possèdent"", au lieu de détruire les loups. Il est essentiel de continuer à les protéger."
Avis favorable , le 30 mai 2025 à 23h26;Je suis favorable au projet du tir de loups
Avis défavorable à ce projet destructeur de la biodiversité. (Un de plus !), le 31 mai 2025 à 11h35;Je m’oppose avec force à ce projet d’arrêté, qui camoufle mal son objectif : offrir un passe-droit à quelques intérêts privés réfractaires au moindre effort de cohabitation avec la faune sauvage. On prétend que les bovins ne sont pas protégeables. Faux : les rapports officiels (IGEDD/CGAAER, 2023) et les pratiques européennes prouvent le contraire. Mais visiblement, quand les faits dérangent, on les range. Et hop, on sort les fusils. On prévoit aussi des « analyses technico-économiques » sans aucun cadre sérieux, histoire de faire dire aux chiffres ce qu’on veut, surtout quand ça arrange les maniaques du plomb. La CJUE (2024) rappelle pourtant qu’un peu d’adaptation, même coûteuse, ne justifie pas de zigouiller une espèce protégée. Quant aux dix mesures « de protection » proposées, la moitié ne protège rien. Mais une caméra ou une clôture symbolique suffiront à justifier des tirs. Pourquoi se fatiguer ? Enfin, déclencher des tirs après une seule prédation dans l’année, c’est comme envoyer un missile pour un pigeon sur un balcon : absurde, dangereux, et surtout illégal au regard du critère de dommages importants. Plutôt que d’ouvrir la chasse au loup à chaque plainte, il est temps d’assumer un changement de modèle. Et oui : manger moins de viande, c’est bon pour la planète, les animaux, la santé et même pour les conversations de famille si on sait doser l’humour. Comme disait l’autre : « On peut rire de tout, mais pas avec n’importe qui. » Encore faut-il que l’État cesse de participer aux bouffonneries mises en scène par des clowns tragiques.
Avis défavorable , le 24 mai 2025 à 19h10;Aidons les bergers à protéger leurs animaux, préservons la biodiversité. Il doit y avoir une place pour tout le monde
Totalement favorable au pastoralisme, le 24 mai 2025 à 19h25;Avis favorable à ce projet, protégeons le pastoralisme : bovins, équins, caprins, ovins tous concernés !
Projet d’arrêté modifiant l’arrêté du 21 février 2024 fixant les conditions et limites dans lesquelles des dérogations aux interdictions de destruction peuvent être accordées par les préfets concernant le loup (Canis lupus). Amélioration protection bovins, équins, asins, porcins., le 25 mai 2025 à 07h43;Totalement favorable à ce projet d’arrêté.  Celui qui est mis en œuvre actuellement pour les ovins et caprins n’est pas adapté aux autres types d’élevage d’ongulés domestiques. Les conséquences écologiques de la gestion complètement irrationnelle du loup se voient déjà sur certaines espèces. Un seul exemple le tétras-lyre, qui dans certains vallons alpins voit ses prairies de nidification remplacées par la forêt, car les éleveurs ne veulent plus y faire brouter leurs moutons. De plus l’Etat en préconisant le recours systématique aux chiens de protection, accentue ces impacts défavorables. Je parle de la destruction observée de poules couveuses et de nichées des mêmes tétras.  On peut évoquer aussi leur prédation sur des populations de marmotte qui est dramatique sur certains massifs alpins. Or la marmotte y est la base de l’alimentation  de l’aigle royal. Ses effectifs régressent. Il faudrait aussi évoquer les végétaux montagnards rares, mais les exemples sont trop nombreux pour le faire ici.  De plus en plus de naturalistes de terrain constatent ces effets et pensent qu’un enlèvement, qui reste à définir en technique et en nombre des loups, doit être réétudié afin de garantir la préservation de la flore et de la faune alpine pour ne citer qu’elles. Mais aussi le pastoralisme et l’élevage extensif montagnard. Avis favorable à ce projet d’arrêté.
Avis favorable , le 25 mai 2025 à 09h58;"Avis favorable au nouveau projet de loi Bien qu’il ne vas pas assez loin, a quand des zones ou il n""a pas lieu d’être"
Avis défavorable , le 29 mai 2025 à 21h58;Non à cet arrêté qui n’est qu’une validation d’un massacre organisé, quelle honte !
Avis défavorable , le 29 mai 2025 à 22h01;Cet arrêté n’est qu’une validation du souhait de certains d’éradiquer cette espèce alors qu’au contraire il a toute sa place sur notre territoire eh il faut le protéger non le détruire.
Avis défavorable , le 29 mai 2025 à 22h03;Il est inadmissible de favoriser les tirs sur les loups, c’est scandaleux, cette espèce doit être protégée tout comme les troupeaux.
Avis défavorable, le 30 mai 2025 à 14h21;"Bonjour, Une nouvelle consultation publique ; sera telle retenue ?  - Le recours à l’effarouchement, pourtant reconnue comme méthode efficace n’est plus  exigé avant d’autoriser un tir létal. Bien que le texte affirme vouloir encadrer les tirs par des mesures de prévention, il ne prévoit pas l’obligation de mettre en place plusieurs dispositifs efficaces. Une seule mesure, même marginale, peut suffire pour obtenir une autorisation de tir létal, sans contrôle ni évaluation de son efficacité. - Le texte ne prévoit ni accompagnement humain, ni appui financier pour les éleveurs afin de mettre en place ces mesures, ce qui compromet leur réelle mise en œuvre sur le terrain.  Ce texte ouvre largement les portes à une multiplication des autorisations de tirs de loups, y compris dès la première prédation, sans exigence sérieuse de mise en œuvre de mesures de protection. De facto il s’agit d’un glissement vers une régulation déguisée de la population lupine, incompatible avec son statut d’espèce protégée. Ce projet risque aussi de démobiliser les éleveurs les plus investis dans la mise en place de dispositifs de protection ambitieux, faute de reconnaissance, d’équité ou de soutien concret. En conséquence je demande de définir un cadre clair et exigeant, à partir  d’un référentiel national spécifique à la protection des bovins et équins, fondé sur les retours d’expérience et les réussites déjà observées en France et en Europe ! Il est impératif de combiner plusieurs mesures complémentaires, choisies en fonction des contextes d’élevage, pour garantir leur efficacité. Un accompagnement technique et financier adapté doit aussi être mis à disposition des éleveurs. Enfin, les analyses territoriales doivent être confiées à des structures neutres et qualifiées, et non à des acteurs hostiles à la mise en place de protections, pour garantir leur objectivité."
modification de l’arrêté du 21/02/2024 concernant les dérogations aux interdiction de destruction concernant le loup, le 30 mai 2025 à 14h29;La protection des troupeaux est possible, parfaitement envisageable, tuer les loups est une solution de facilité montrant une indifférence à la préservation de la nature sauvage, et une incompétence puisque tenant seulement compte d’informations venant des éleveurs, quid des informations d’écologistes de terrain ? Tuer des loups : trop facile comme solution, chercher mieux. Personnellement je ne veux pas de modification et tiens à la préservation des loups
Défavorable !, le 30 mai 2025 à 14h35;"Avis fortement défavorable ! Ce projet d’arrêté est honteux… Comment peut-on décemment prétendre que les tirs se feront ""compte tenu de l’absence de moyens de prévention efficaces disponibles"" et considèrer qu’une visite quotidienne au troupeau est un moyen de protection ?"
